case_id,num_plaquettes,x,time,repetitions,term_ordering,circuit_hash,circuit_structure_hash,source_gate_count,source_depth,source_1q_count,source_2q_count,pauli_term_count,mean_pauli_weight,interaction_edge_count,interaction_mean_degree,interaction_max_degree,interaction_range,target_node_count,target_edge_count,target_average_degree,target_diameter,target_mean_shortest_path,mapping_mean_interaction_distance,mapping_max_interaction_distance,target_connected,cohort,target_name,target_topology,layout_name,target_kind,target_definition,target_hash,physical_qubits,prior_case_id,mapping_feature_note,case_family,strategy,seed,version,native_2q_count,native_2q_depth,native_depth,estimated_duration,routing_2q_overhead,compile_seconds,verification_result,failure,verification_error,verification_tolerance,verification_method,final_layout,basic_native_2q_count,teleport_native_2q_count,delta_native_2q_count,basic_native_2q_depth,teleport_native_2q_depth,delta_native_2q_depth,basic_estimated_duration,teleport_estimated_duration,delta_estimated_duration,label,lexicographic_label
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_line_6q_spread_37,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,prospective,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_line_6q_spread,basic,37,v0.4.0,110,95,369,5.8720553999999935e-05,-28,0.0086480760000995,True,,4.9370296443161287e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",110,104,-6,95,88,-7,5.8720553999999935e-05,5.895387599999991e-05,2.3332199999997642e-07,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_line_6q_spread_47,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,prospective,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_line_6q_spread,basic,47,v0.4.0,110,95,369,5.8720553999999935e-05,-28,0.0078036980048636,True,,4.9370296443161287e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",110,104,-6,95,88,-7,5.8720553999999935e-05,5.895387599999991e-05,2.3332199999997642e-07,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler_11,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,prospective,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler,basic,11,v0.4.0,104,92,414,4.951776599999991e-05,-34,0.0091670140027417,True,,4.8200146335246584e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[3, 4, 5, 0]",104,98,-6,92,86,-6,4.951776599999991e-05,4.643640599999994e-05,-3.0813599999999708e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler_19,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,prospective,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler,basic,19,v0.4.0,104,92,367,5.161832999999992e-05,-34,0.0075629569982993,True,,5.3743775942629714e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 3, 4, 5]",104,98,-6,92,86,-6,5.161832999999992e-05,4.643640599999994e-05,-5.181923999999984e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler_29,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,prospective,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler,basic,29,v0.4.0,104,92,502,4.021019399999994e-05,-34,0.0081900239965762,True,,1.2046022141451084e-13,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 0, 5, 4]",104,98,-6,92,86,-6,4.021019399999994e-05,3.6225072e-05,-3.985121999999936e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler_37,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,prospective,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler,basic,37,v0.4.0,104,92,505,5.248812599999988e-05,-34,0.0108664630024577,True,,1.05157026668461e-13,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 5, 4, 3]",104,98,-6,92,86,-6,5.248812599999988e-05,4.643640599999994e-05,-6.051719999999942e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler_47,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,prospective,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_ring_6q_transpiler,basic,47,v0.4.0,104,92,461,5.0766515999999925e-05,-34,0.0086441010062117,True,,8.375880398714374e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[3, 2, 1, 0]",104,98,-6,92,86,-6,5.0766515999999925e-05,4.7452499999999946e-05,-3.3140159999999792e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler_11,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,prospective,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler,basic,11,v0.4.0,104,92,413,4.176530400000001e-05,-34,0.0075226129993097,True,,8.939060497487827e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 5, 4, 1]",104,98,-6,92,86,-6,4.176530400000001e-05,3.7788840000000016e-05,-3.976463999999993e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler_19,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,prospective,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler,basic,19,v0.4.0,104,92,390,3.3988200000000035e-05,-34,0.0081727629949455,True,,4.7259679088706916e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 3, 4, 5]",104,98,-6,92,86,-6,3.3988200000000035e-05,3.126559200000004e-05,-2.722607999999995e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler_29,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,prospective,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler,basic,29,v0.4.0,104,92,414,5.036092199999995e-05,-34,0.0087240819993894,True,,4.793837288613253e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 5, 4]",104,98,-6,92,86,-6,5.036092199999995e-05,4.7128157999999965e-05,-3.232763999999982e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler_37,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,prospective,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler,basic,37,v0.4.0,104,92,413,4.176530400000001e-05,-34,0.0074952319992007,True,,8.939060497487827e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 5, 4, 1]",104,98,-6,92,86,-6,4.176530400000001e-05,3.7788840000000016e-05,-3.976463999999993e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler_47,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,prospective,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_grid_6q_transpiler,basic,47,v0.4.0,104,92,341,5.972554799999993e-05,-34,0.0076860889967065,True,,5.2067115243831297e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 4, 5]",104,98,-6,92,86,-6,5.972554799999993e-05,5.088683999999993e-05,-8.838708000000003e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler_11,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,prospective,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler,basic,11,v0.4.0,104,92,416,2.786499599999994e-05,-34,0.0081595510055194,True,,4.415312914175199e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 3, 4, 5]",104,98,-6,92,86,-6,2.786499599999994e-05,3.347915399999998e-05,5.614158000000037e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler_19,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,prospective,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler,basic,19,v0.4.0,104,92,514,4.462533e-05,-34,0.0077070039988029,True,,8.274073027978097e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[5, 4, 3, 2]",104,98,-6,92,86,-6,4.462533e-05,4.2633546e-05,-1.9917840000000065e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler_29,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,prospective,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler,basic,29,v0.4.0,104,92,416,3.687508799999999e-05,-34,0.0076318919964251,True,,4.415312914175199e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 3, 4, 5]",104,98,-6,92,86,-6,3.687508799999999e-05,3.347915399999998e-05,-3.3959340000000123e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler_37,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,prospective,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler,basic,37,v0.4.0,104,92,463,4.325225999999992e-05,-34,0.0086856260022614,True,,6.332137579607458e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[6, 5, 4, 3]",104,98,-6,92,86,-6,4.325225999999992e-05,4.401660599999994e-05,7.643460000000149e-07,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler_47,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,prospective,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_heavy_hex_like_7q_transpiler,basic,47,v0.4.0,104,92,470,3.661978799999998e-05,-34,0.0074704910002765,True,,6.983896852785578e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[3, 2, 1, 0]",104,98,-6,92,86,-6,3.661978799999998e-05,3.396511199999997e-05,-2.654676000000008e-06,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_irregular_7q_favorable_11,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,8,2.2857142857142856,3,1.809523809523809,1.0,1.0,1,prospective,synthetic_irregular_7q_favorable,irregular,favorable,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [2, 6], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 2], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",c8b003a1553d070cddc2acc63823ce20487791b575f8614922ec632ce2dbf9e1,"[0, 1, 2, 3]",,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_irregular_7q_favorable,basic,11,v0.4.0,104,92,362,3.3286235999999944e-05,-34,0.0079134019979392,True,,8.114921523114833e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 2, 3]",104,98,-6,92,86,-6,3.3286235999999944e-05,3.237115199999998e-05,-9.150839999999631e-07,teleport,teleport
8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_irregular_7q_favorable_19,4,1.5,0.2,3,reversed,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1,ac9e11c5e0ad6cf029dbb306c1c1878bd17bda5d9f0f07da06929dd1ce826be0,415,295,259,156,19,1.6842105263157894,3,1.5,2,1,7,8,2.2857142857142856,3,1.809523809523809,1.0,1.0,1,prospective,synthetic_irregular_7q_favorable,irregular,favorable,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [2, 6], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 2], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",c8b003a1553d070cddc2acc63823ce20487791b575f8614922ec632ce2dbf9e1,"[0, 1, 2, 3]",,identity proxy before selection when layout is transpiler,8e4246a80f37dc867d0cfe5b703c5e97fe1bd50168e294b8649e2eadb63771f1_synthetic_irregular_7q_favorable,basic,19,v0.4.0,104,92,362,3.3286235999999944e-05,-34,0.0076466139944386,True,,8.114921523114833e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 2, 3]",104,98,-6,92,86,-6,3.3286235999999944e-05,3.237115199999998e-05,-9.150839999999631e-07,teleport,teleport
