num_plaquettes,max_bond,truncation_threshold,observable,value,ideal_trotter,exact_hamiltonian
16,32,1e-14,Z3,0.043618715260687724,,
16,32,1e-14,X11,0.45651082600168685,,
16,32,1e-14,Z2,0.04062143364525493,,
16,32,1e-14,X10,0.5057077808336514,,
16,32,1e-14,Z1,0.10206846911734709,,
16,32,1e-14,ZZ2,-0.2799468339539836,,
16,32,1e-14,X7,-0.1884573577908452,,
16,32,1e-14,Z0,-0.23751589792222438,,
16,32,1e-14,Z14,0.10206846896314993,,
16,32,1e-14,Z15,-0.23751589784710414,,
16,32,1e-14,X1,0.44973421349577597,,
16,32,1e-14,X2,0.47759722126632037,,
16,32,1e-14,ZZ5,-0.3799637167237178,,
16,32,1e-14,Z13,0.04062143345511893,,
16,32,1e-14,X4,0.4565108258348113,,
16,32,1e-14,ZZ14,-0.3026675695117602,,
16,32,1e-14,X14,0.4497342135871335,,
16,32,1e-14,Z11,0.0820783377191429,,
16,32,1e-14,X5,0.5057077807313349,,
16,32,1e-14,Z5,-0.1218778233168309,,
16,32,1e-14,X6,0.2629213734053749,,
16,32,1e-14,X8,-0.1884573576537269,,
16,32,1e-14,X9,0.26292137331810417,,
16,64,1e-14,norm,0.9999999999992135,,
16,64,1e-14,ZZ10,-0.2951456023224163,,
16,64,1e-14,ZZ12,-0.27994683438950874,,
16,64,1e-14,ZZ9,-0.37996371646504784,,
16,64,1e-14,ZZ8,-0.19425665360026337,,
16,64,1e-14,total_energy,2.525758337505138,,
16,64,1e-14,ZZ7,0.54409623496557,,
16,64,1e-14,ZZ11,-0.27475876887884254,,
16,64,1e-14,ZZ6,-0.1942566537527753,,
16,64,1e-14,magnetic_energy,-17.364205195576538,,
16,64,1e-14,ZZ3,-0.2747587688008161,,
16,64,1e-14,ZZ1,-0.2729920272647311,,
16,64,1e-14,electric_energy,19.889963533081673,,
16,64,1e-14,ZZ4,-0.29514560235162524,,
16,64,1e-14,X15,0.5630069717381477,,
16,64,1e-14,ZZ13,-0.2729920279081799,,
16,64,1e-14,Z9,0.38917808784332586,,
16,64,1e-14,X3,0.4759371484332489,,
16,64,1e-14,X12,0.475937148411611,,
16,64,1e-14,Z8,-0.32554753420628735,,
16,64,1e-14,Z7,-0.32554753424027305,,
16,64,1e-14,Z6,0.38917808767103823,,
16,64,1e-14,Z10,-0.12187782336320702,,
16,64,1e-14,ZZ0,-0.3026675694719174,,
16,64,1e-14,Z4,0.08207833771135913,,
16,64,1e-14,Z12,0.043618715147679295,,
16,64,1e-14,X13,0.47759722128250987,,
16,64,1e-14,X0,0.5630069717397034,,
16,64,1e-14,Z3,0.043618715260687724,,
16,64,1e-14,X11,0.45651082600168685,,
16,64,1e-14,Z2,0.04062143364525493,,
16,64,1e-14,X10,0.5057077808336514,,
16,64,1e-14,Z1,0.10206846911734709,,
16,64,1e-14,ZZ2,-0.2799468339539836,,
16,64,1e-14,X7,-0.1884573577908452,,
16,64,1e-14,Z0,-0.23751589792222438,,
16,64,1e-14,Z14,0.10206846896314993,,
16,64,1e-14,Z15,-0.23751589784710414,,
16,64,1e-14,X1,0.44973421349577597,,
16,64,1e-14,X2,0.47759722126632037,,
16,64,1e-14,ZZ5,-0.3799637167237178,,
16,64,1e-14,Z13,0.04062143345511893,,
16,64,1e-14,X4,0.4565108258348113,,
16,64,1e-14,ZZ14,-0.3026675695117602,,
16,64,1e-14,X14,0.4497342135871335,,
16,64,1e-14,Z11,0.0820783377191429,,
16,64,1e-14,X5,0.5057077807313349,,
16,64,1e-14,Z5,-0.1218778233168309,,
16,64,1e-14,X6,0.2629213734053749,,
16,64,1e-14,X8,-0.1884573576537269,,
16,64,1e-14,X9,0.26292137331810417,,
20,8,1e-10,norm,0.9999999995765755,,
20,8,1e-10,total_energy,1.8701638416962618,,
20,8,1e-10,magnetic_energy,-22.79241327201531,,
20,8,1e-10,X8,0.26292129946144394,,
20,8,1e-10,X6,0.45645493001996384,,
20,8,1e-10,Z11,0.3891797404392815,,
20,8,1e-10,ZZ14,-0.27898737141375984,,
20,8,1e-10,electric_energy,24.66257711371157,,
20,8,1e-10,Z13,0.08220465009313513,,
20,8,1e-10,X2,0.4780102743248857,,
20,8,1e-10,X1,0.4497006830601124,,
20,8,1e-10,Z19,-0.23753319895755792,,
20,8,1e-10,X4,0.47448339599733946,,
20,8,1e-10,Z16,0.04926194315733186,,
20,8,1e-10,Z14,0.04253109616359148,,
20,8,1e-10,Z0,-0.23753319995976643,,
20,8,1e-10,X7,0.5057161979104129,,
20,8,1e-10,X14,0.476492493669924,,
20,8,1e-10,ZZ2,-0.27914663606408735,,
20,8,1e-10,Z1,0.10215497388947921,,
20,8,1e-10,ZZ6,-0.29516022366251626,,
20,8,1e-10,ZZ11,-0.3799748945196109,,
20,8,1e-10,Z2,0.03986278719259423,,
20,8,1e-10,X11,0.2629213132169172,,
20,8,1e-10,X0,0.5630139440837462,,
20,8,1e-10,Z17,0.03986277021147125,,
20,8,1e-10,Z12,-0.12189814131238376,,
20,8,1e-10,Z4,0.04888919482590526,,
20,8,1e-10,ZZ0,-0.30269152833527313,,
20,8,1e-10,Z10,-0.3255475114308286,,
20,8,1e-10,Z6,0.08220464792750466,,
20,8,1e-10,Z7,-0.12189818246464726,,
20,8,1e-10,Z8,0.3891797335725266,,
20,8,1e-10,X18,0.449700701382514,,
20,8,1e-10,ZZ15,-0.2778417556692659,,
